Taxon	Kleb_Pneu_UCI69_V1	Kleb_Pneu_UCI70_V1	Kleb_Pneu_UCI75_V1	Kleb_Pneu_UCI76_V1	Kleb_Pneu_UCI81_V1	Kleb_Pneu_UCI82_V1	Kleb_Pneu_UCI91_V1	Kleb_Pneu_UCI92_V1	Kleb_Pneu_UCI93_V1	Kleb_Pneu_UCI94_V1	Kleb_Pneu_UCI95_V1	Kleb_Pneu_UCI96_V1	Kleb_pneu_BIDMC122	Kleb_pneu_BIDMC123	Kleb_pneu_BIDMC124	Kleb_pneu_BIDMC85_V1	Kleb_pneu_BIDMC86_V1	Kleb_pneu_BIDMC89_V1	Kleb_pneu_BIDMC91_V1	Kleb_pneu_BIDMC96_V1	Kleb_pneu_BIDMC_10_V1	Kleb_pneu_BIDMC_11_V1	Kleb_pneu_BIDMC_12A_V1	Kleb_pneu_BIDMC_12B_V1	Kleb_pneu_BIDMC_12C_V1	Kleb_pneu_BIDMC_13_V1	Kleb_pneu_BIDMC_14_V1	Kleb_pneu_BIDMC_16_V1	Kleb_pneu_BIDMC_18A_V1	Kleb_pneu_BIDMC_18B_V1	Kleb_pneu_BIDMC_18C_V1	Kleb_pneu_BIDMC_18D_V1	Kleb_pneu_BIDMC_1_V1	Kleb_pneu_BIDMC_21_V1	Kleb_pneu_BIDMC_22_V1	Kleb_pneu_BIDMC_23_V1	Kleb_pneu_BIDMC_24_V1	Kleb_pneu_BIDMC_25_V1	Kleb_pneu_BIDMC_2A_V1	Kleb_pneu_BIDMC_31_V1	Kleb_pneu_BIDMC_32_V1	Kleb_pneu_BIDMC_33B_V1	Kleb_pneu_BIDMC_34_V1	Kleb_pneu_BIDMC_35_V1	Kleb_pneu_BIDMC_36_V1	Kleb_pneu_BIDMC_40_V1	Kleb_pneu_BIDMC_41_V1	Kleb_pneu_BIDMC_42a_V1	Kleb_pneu_BIDMC_42b_V1	Kleb_pneu_BIDMC_45_V1	Kleb_pneu_BIDMC_46a_V1	Kleb_pneu_BIDMC_46b_V1	Kleb_pneu_BIDMC_47_V1	Kleb_pneu_BIDMC_48_V1	Kleb_pneu_BIDMC_4_V1	Kleb_pneu_BIDMC_51_V1	Kleb_pneu_BIDMC_52_V1	Kleb_pneu_BIDMC_53_V1	Kleb_pneu_BIDMC_54_V1	Kleb_pneu_BIDMC_55_V1	Kleb_pneu_BIDMC_5_V1	Kleb_pneu_BIDMC_60_V1	Kleb_pneu_BIDMC_68_V1	Kleb_pneu_BIDMC_69_V1	Kleb_pneu_BIDMC_7A_V1	Kleb_pneu_BIDMC_7B_V1	Kleb_pneu_BWH53_V1	Kleb_pneu_BWH58_V1	Kleb_pneu_BWH62_V1	Kleb_pneu_BWH66_V1	Kleb_pneu_BWH67_V1	Kleb_pneu_BWH_15_V1	Kleb_pneu_BWH_22_V1	Kleb_pneu_BWH_28_V1	Kleb_pneu_BWH_2_V1	Kleb_pneu_BWH_30_V1	Kleb_pneu_BWH_36_V1	Kleb_pneu_BWH_41_V1	Kleb_pneu_BWH_45_V1	Kleb_pneu_BWH_46_V1	Kleb_pneu_BWH_47_V1	Kleb_pneu_BWH_48_V1	Kleb_pneu_BWH_78	Kleb_pneu_MGH101_V1	Kleb_pneu_MGH102_V1	Kleb_pneu_MGH111_V1	Kleb_pneu_MGH112_V1	Kleb_pneu_MGH115_V1	Kleb_pneu_MGH116_V1	Kleb_pneu_MGH117_V1	Kleb_pneu_MGH118_V1	Kleb_pneu_MGH124_V1	Kleb_pneu_MGH125_V1	Kleb_pneu_MGH126_V1	Kleb_pneu_MGH133_V1	Kleb_pneu_MGH134_V1	Kleb_pneu_MGH140_V1	Kleb_pneu_MGH147_V1	Kleb_pneu_MGH148_V1	Kleb_pneu_MGH149_V1	Kleb_pneu_MGH150	Kleb_pneu_MGH153_V1	Kleb_pneu_MGH155_V1	Kleb_pneu_MGH156_V1	Kleb_pneu_MGH157_V1	Kleb_pneu_MGH158_V1	Kleb_pneu_MGH161_V1	Kleb_pneu_MGH162_V1	Kleb_pneu_MGH165_V1	Kleb_pneu_MGH166_V1	Kleb_pneu_MGH167_V1	Kleb_pneu_MGH168_V1	Kleb_pneu_MGH171_V1	Kleb_pneu_MGH172_V1	Kleb_pneu_MGH181_V1	Kleb_pneu_MGH182	Kleb_pneu_MGH185_V1	Kleb_pneu_MGH186_V1	Kleb_pneu_MGH189	Kleb_pneu_MGH190	Kleb_pneu_MGH191	Kleb_pneu_MGH192	Kleb_pneu_MGH193	Kleb_pneu_MGH201	Kleb_pneu_MGH202	Kleb_pneu_MGH203	Kleb_pneu_MGH204	Kleb_pneu_MGH205	Kleb_pneu_MGH206	Kleb_pneu_MGH211	Kleb_pneu_MGH221	Kleb_pneu_MGH222	Kleb_pneu_MGH227	Kleb_pneu_MGH228	Kleb_pneu_MGH229	Kleb_pneu_MGH230	Kleb_pneu_MGH235	Kleb_pneu_MGH251	Kleb_pneu_MGH252	Kleb_pneu_MGH81_V1	Kleb_pneu_MGH82_V1	Kleb_pneu_MGH83	Kleb_pneu_MGH84_V1	Kleb_pneu_MGH89_V1	Kleb_pneu_MGH90_V1	Kleb_pneu_MGH91_V1	Kleb_pneu_MGH93_V1	Kleb_pneu_MGH94_V1	Kleb_pneu_MGH95_V1	Kleb_pneu_MGH97_V1	Kleb_pneu_MGH98_V1	Kleb_pneu_MGH_17_V1	Kleb_pneu_MGH_18_V1	Kleb_pneu_MGH_19_V1	Kleb_pneu_MGH_21_V1	Kleb_pneu_MGH_29_V1	Kleb_pneu_MGH_30_V1	Kleb_pneu_MGH_31_V1	Kleb_pneu_MGH_32_V1	Kleb_pneu_MGH_35_V1	Kleb_pneu_MGH_36_V1	Kleb_pneu_MGH_39_V1	Kleb_pneu_MGH_43_V1	Kleb_pneu_MGH_45_V1	Kleb_pneu_MGH_46_V1	Kleb_pneu_MGH_47_V1	Kleb_pneu_MGH_48_V1	Kleb_pneu_MGH_51_V1	Kleb_pneu_MGH_52_V1	Kleb_pneu_MGH_59_V1	Kleb_pneu_MGH_60_V1	Kleb_pneu_MGH_63_V1	Kleb_pneu_MGH_64_V1	Kleb_pneu_MGH_65_V1	Kleb_pneu_MGH_66_V1	Kleb_pneu_MGH_67_V1	Kleb_pneu_MGH_69_V1	Kleb_pneu_MGH_70_V1	Kleb_pneu_MGH_71_V1	Kleb_pneu_MGH_72_V1	Kleb_pneu_MGH_73_V1	Kleb_pneu_MGH_74_V1	Kleb_pneu_MGH_75_V1	Kleb_pneu_MGH_79_V1	Kleb_pneu_UCI105_V1	Kleb_pneu_UCI106_V1	Kleb_pneu_UCI107_V1	Kleb_pneu_UCI108_V1	Kleb_pneu_UCI109_V1	Kleb_pneu_UCI110_V1	Kleb_pneu_UCI111_V1	Kleb_pneu_UCI112_V1	Kleb_pneu_UCI113_V1	Kleb_pneu_UCI114_V1	Kleb_pneu_UCI115_V1	Kleb_pneu_UCI116_V1	Kleb_pneu_UCI117_V1	Kleb_pneu_UCI118_V1	Kleb_pneu_UCI149	Kleb_pneu_UCI150	Kleb_pneu_UCI163	Kleb_pneu_UCI164	Kleb_pneu_UCI171	Kleb_pneu_UCI172	Kleb_pneu_UCI177	Kleb_pneu_UCI181	Kleb_pneu_UCI182	Kleb_pneu_UCI185	Kleb_pneu_UCI186	Kleb_pneu_UCI187	Kleb_pneu_UCI188	Kleb_pneu_UCI189	Kleb_pneu_UCI190	Kleb_pneu_UCICRE-123	Kleb_pneu_UCICRE-124	Kleb_pneu_UCICRE-125	Kleb_pneu_UCICRE-126	Kleb_pneu_UCICRE-130	Kleb_pneu_UCICRE-133	Kleb_pneu_UCICRE-134	Kleb_pneu_UCICRE-137	Kleb_pneu_UCICRE-138	Kleb_pneu_UCICRE-139	Kleb_pneu_UCICRE-140	Kleb_pneu_UCICRE-145	Kleb_pneu_UCI_13_V1	Kleb_pneu_UCI_17_V1	Kleb_pneu_UCI_19_V1	Kleb_pneu_UCI_1_V1	Kleb_pneu_UCI_20_V1	Kleb_pneu_UCI_21_V1	Kleb_pneu_UCI_22_V1	Kleb_pneu_UCI_25_V1	Kleb_pneu_UCI_26_V1	Kleb_pneu_UCI_2_V1	Kleb_pneu_UCI_33_V1	Kleb_pneu_UCI_34_V1	Kleb_pneu_UCI_37_V1	Kleb_pneu_UCI_38_V1	Kleb_pneu_UCI_41_V1	Kleb_pneu_UCI_42_V1	Kleb_pneu_UCI_43_V1	Kleb_pneu_UCI_44_V1	Kleb_pneu_UCI_4_V1	Kleb_pneu_UCI_55_V1	Kleb_pneu_UCI_56_V1	Kleb_pneu_UCI_59_V1	Kleb_pneu_UCI_60_V1	Kleb_pneu_UCI_61_V1	Kleb_pneu_UCI_62_V1	Kleb_pneu_UCI_63_V1	Kleb_pneu_UCI_64_V1	Kleb_pneu_UCI_67_V1	Kleb_pneu_UCI_68_V1	Kleb_pneu_UCI_6_V1	Kleb_pneu_UCI_7_V1	Kleb_pneu_UCI_8_V1
Kleb_Pneu_UCI95_V1	7	2172	15	2246	16	1976	17	2241	17	2541	0	2209	2194	2218	2218	2205	2212	2226	2225	1982	6	2194	10	8	9	6	10	6	7	6	6	2069	14	2068	2174	2257	2135	2151	6	2130	6	2218	7	2224	2205	2115	2071	12	12	7	2072	2104	2227	2071	8	2098	2050	2072	11	2181	6	8	8	2215	13	12	9	2225	2119	2225	2256	2060	14	2242	2270	2201	11	17	9	2098	11	2211	2165	2208	1976	2214	2079	2215	2252	2216	2052	2193	15	2218	2214	2061	11	2054	2053	2054	2198	20	2215	2262	2207	2210	2054	2053	2221	2016	2053	2223	2213	1982	11	2242	2187	2061	2033	2053	2215	3093	2080	2215	2145	2215	2168	2117	2541	2210	2210	2199	2178	2214	2241	2189	2240	2228	2139	2214	1989	2059	2248	2250	2130	9	2254	2215	9	2275	2218	2195	2232	2429	2247	6	2079	16	2257	2251	2270	2089	2111	15	2186	2071	2179	11	2272	18	2206	2214	2281	2214	2131	8	65	2248	10	1987	9	2112	2214	15	13	2075	2227	2275	24	2211	2205	3120	28	2230	53	2216	21	2084	2220	1989	10	2077	16	2154	19	2230	2337	13	2180	1982	2232	2234	2258	2184	2229	2111	2245	2175	9	2039	15	2259	9	2182	15	24	50	18	6	2091	22	15	2062	2164	1992	17	2152	24	15	16	2237	17	17	2186	17	2196	20	2107	18	2111	18	2221	8	2058	2238	2212	2085
Kleb_Pneu_UCI96_V1	2208	2089	2212	2307	2213	2116	2214	2143	2214	2603	2209	0	2215	57	57	2200	2207	2233	2214	2151	2203	820	2207	2205	2206	2203	2207	2203	2204	2203	2203	2209	2210	2208	2191	2301	2251	2110	2203	2191	2203	57	2204	2231	2292	2161	2211	2209	2209	2204	2212	2224	2084	2207	2205	2186	2145	2212	2208	2214	2203	2205	2205	2237	2210	2209	2206	2214	2154	2214	2095	2243	2211	2223	2185	2225	2208	2213	2206	2136	2208	2215	2180	49	2116	53	2205	54	2294	55	2161	819	2212	2123	53	2246	2208	2163	2162	2163	2139	2216	54	2284	833	2239	2163	2162	2210	2216	2162	2204	52	2122	2208	2097	2137	2213	2116	2162	54	3121	2162	54	2238	54	2115	2237	2603	2259	2229	38	2216	2223	2254	2139	2253	2136	2163	53	2166	2211	2290	2327	2148	2206	2331	2210	2206	2351	2227	2264	2243	2424	2291	2203	2239	2213	2301	2328	2162	2227	2231	2212	758	2211	2217	2208	2352	2214	2210	53	2175	53	2201	2205	2209	2261	2207	2168	2206	2212	53	2212	2210	2229	2243	2167	2221	2206	2258	3141	2225	2296	2250	55	2218	2202	59	2166	2211	2149	2217	1938	2216	2219	2327	2210	2297	2122	2285	2223	2287	2187	2242	2231	2322	2061	2206	2184	2212	2337	2206	2325	2212	2221	2204	2215	2207	2173	2219	2212	2132	2273	2170	2214	2172	2221	2212	2213	2290	2214	2214	758	2214	2249	2217	2160	2215	2162	2215	2230	2209	2208	2291	2215	2226
Kleb_pneu_BIDMC122	2193	2227	2197	2265	2198	2145	2199	2193	2199	2546	2194	2215	0	2222	2222	2267	2276	2275	2250	2143	2188	2192	2192	2190	2191	2188	2192	2188	2189	2188	2188	2206	2194	2205	2213	2332	2204	2220	2188	2169	2188	2222	2189	2271	2250	1905	2208	2194	2194	2189	2209	2174	2248	2204	2190	2198	2137	2209	2193	2222	2188	2190	2190	2267	2195	2194	2191	2250	2191	2250	2248	1945	2196	2242	2180	2253	2193	2197	2191	1808	2193	2288	2193	2212	2145	2218	2191	2219	2327	2220	2133	2191	2197	2060	2218	1948	2193	2135	2134	2135	2239	2200	2219	2264	2205	2252	2135	2134	2246	2211	2134	2160	2217	2151	2193	2054	2238	2181	2068	2134	2219	3101	2184	2219	2254	2219	2261	2205	2551	2234	2261	2203	2208	2265	2284	2240	2283	2254	1785	2218	2176	2179	2325	2340	2192	2191	2340	2277	2191	2329	2183	2264	2271	2412	2322	2188	2195	2198	2330	2341	2264	2158	2199	2197	2179	2208	2209	2193	2328	2198	2283	2218	2275	2218	2258	2190	2201	2290	2192	2178	2191	1043	2218	2197	2195	2207	2249	2270	2206	2273	2212	3149	2210	2283	2235	2220	2203	2140	2224	2176	2196	2208	2202	2215	2201	2255	2292	2195	2231	2151	2318	2259	2299	2187	2272	2199	2331	2223	2191	2068	2197	2313	2191	2241	2197	2206	2196	2200	2192	2195	2204	2197	2146	2188	2181	2199	1822	2206	2197	2198	2323	2199	2199	2179	2199	2203	2202	2203	2200	1908	2200	2268	2194	2182	2324	2259	2174
Kleb_pneu_BIDMC123	2217	2096	2221	2314	2222	2123	2223	2152	2223	2612	2218	57	2222	0	0	2205	2214	2242	2223	2158	2212	827	2216	2214	2215	2212	2216	2212	2213	2212	2212	2218	2219	2217	2198	2308	2260	2117	2212	2198	2212	2	2213	2240	2299	2170	2220	2218	2218	2213	2221	2233	2091	2216	2214	2191	2152	2221	2217	2219	2212	2214	2214	2246	2219	2218	2215	2223	2163	2223	2102	2252	2220	2230	2194	2232	2217	2222	2215	2145	2217	2224	2189	16	2123	16	2212	17	2301	18	2168	826	2221	2130	16	2255	2217	2170	2169	2170	2146	2225	17	2291	840	2244	2170	2169	2219	2225	2169	2211	19	2129	2217	2106	2144	2220	2125	2169	17	3130	2167	17	2245	17	2122	2246	2612	2266	2238	45	2225	2232	2263	2146	2262	2145	2172	16	2175	2218	2297	2336	2157	2215	2340	2217	2215	2360	2234	2271	2252	2433	2298	2212	2248	2222	2308	2337	2169	2236	2240	2221	765	2220	2226	2217	2361	2223	2219	16	2182	16	2212	2214	2218	2270	2216	2177	2215	2219	16	2221	2219	2236	2250	2174	2230	2213	2265	3150	2234	2303	2259	18	2227	2211	26	2175	2220	2154	2226	1945	2225	2228	2334	2219	2304	2129	2292	2232	2294	2194	2251	2240	2331	2068	2215	2193	2221	2346	2215	2332	2221	2230	2213	2224	2216	2178	2228	2221	2141	2280	2179	2223	2181	2230	2221	2222	2297	2223	2223	765	2223	2256	2226	2167	2224	2171	2224	2239	2218	2217	2298	2224	2235
Kleb_pneu_BIDMC124	2217	2096	2221	2314	2222	2123	2223	2152	2223	2612	2218	57	2222	0	0	2205	2214	2242	2223	2158	2212	827	2216	2214	2215	2212	2216	2212	2213	2212	2212	2218	2219	2217	2198	2308	2260	2117	2212	2198	2212	2	2213	2240	2299	2170	2220	2218	2218	2213	2221	2233	2091	2216	2214	2191	2152	2221	2217	2219	2212	2214	2214	2246	2219	2218	2215	2223	2163	2223	2102	2252	2220	2230	2194	2232	2217	2222	2215	2145	2217	2224	2189	16	2123	16	2212	17	2301	18	2168	826	2221	2130	16	2255	2217	2170	2169	2170	2146	2225	17	2291	840	2244	2170	2169	2219	2225	2169	2211	19	2129	2217	2106	2144	2220	2125	2169	17	3130	2167	17	2245	17	2122	2246	2612	2266	2238	45	2225	2232	2263	2146	2262	2145	2172	16	2175	2218	2297	2336	2157	2215	2340	2217	2215	2360	2234	2271	2252	2433	2298	2212	2248	2222	2308	2337	2169	2236	2240	2221	765	2220	2226	2217	2361	2223	2219	16	2182	16	2212	2214	2218	2270	2216	2177	2215	2219	16	2221	2219	2236	2250	2174	2230	2213	2265	3150	2234	2303	2259	18	2227	2211	26	2175	2220	2154	2226	1945	2225	2228	2334	2219	2304	2129	2292	2232	2294	2194	2251	2240	2331	2068	2215	2193	2221	2346	2215	2332	2221	2230	2213	2224	2216	2178	2228	2221	2141	2280	2179	2223	2181	2230	2221	2222	2297	2223	2223	765	2223	2256	2226	2167	2224	2171	2224	2239	2218	2217	2298	2224	2235
Kleb_pneu_BIDMC85_V1	2204	2227	2208	2359	2209	2206	2210	2236	2210	2636	2205	2200	2267	2205	2205	0	30	2230	2252	2212	2199	2173	2203	2201	2202	2199	2203	2199	2200	2199	2199	2225	2205	2224	2241	2338	2212	2157	2199	2221	2199	2205	2200	2226	2315	2240	2227	2205	2205	2200	2228	2278	2263	2229	2201	2208	2206	2228	2204	2285	2199	2201	2201	2249	2206	2205	2202	2252	2251	2252	2226	2284	2207	2158	2295	2268	2204	2208	2202	2214	2204	2237	2263	2197	2206	2203	2241	2204	2333	2205	2207	2172	2208	2195	2203	2275	2204	2209	2208	2209	2236	2211	2204	2327	2186	2309	2209	2208	2248	2242	2208	2204	2202	2212	2204	2256	2168	2226	2121	2208	2204	3121	2184	2204	2287	2204	2162	2265	2635	2294	2275	2188	2224	2222	2287	2170	2286	2178	2250	2203	2201	2224	2329	2350	2163	2202	2356	30	2202	2383	2292	2228	2272	2422	2328	2199	2246	2209	2338	2351	2246	2253	2259	2208	2169	2227	2225	2204	2380	2209	2232	2203	2257	2203	2178	2201	2208	2294	2203	2203	2202	2244	2203	2208	2206	2216	2269	2251	2217	26	2281	3128	2221	2328	2246	2205	2214	2243	2209	2201	2207	2205	2213	2100	2212	2257	2363	2206	2307	2212	2365	2261	2267	2229	2275	2259	2347	2158	2202	2138	2208	2365	2202	2301	2208	2217	2199	2211	2203	2195	2215	2208	2198	2320	2206	2210	2263	2217	2208	2209	2370	2210	2210	2169	2210	2272	2213	2178	2211	2239	2211	2227	2205	2225	2371	2210	2201
Kleb_pneu_BIDMC86_V1	2211	2234	2215	2368	2216	2215	2217	2243	2217	2642	2212	2207	2276	2214	2214	30	0	2240	2262	2221	2206	2182	2210	2208	2209	2206	2210	2206	2207	2206	2206	2234	2212	2233	2249	2347	2219	2167	2206	2231	2206	2214	2207	2236	2322	2250	2236	2212	2212	2207	2237	2285	2270	2238	2208	2218	2214	2237	2211	2294	2206	2208	2208	2259	2213	2212	2209	2262	2261	2262	2234	2291	2214	2168	2304	2278	2211	2215	2209	2224	2211	2247	2272	2204	2215	2210	2251	2211	2342	2212	2215	2181	2215	2204	2210	2282	2211	2217	2216	2217	2244	2218	2211	2336	2195	2318	2217	2216	2258	2251	2216	2214	2209	2221	2211	2263	2177	2235	2130	2216	2211	3131	2194	2211	2297	2211	2171	2275	2641	2304	2285	2195	2234	2232	2297	2179	2296	2187	2260	2210	2210	2233	2338	2358	2173	2209	2364	40	2209	2393	2302	2238	2282	2432	2337	2206	2255	2216	2347	2359	2255	2260	2269	2215	2178	2236	2235	2211	2390	2216	2242	2210	2266	2210	2188	2208	2215	2304	2210	2212	2209	2253	2210	2215	2213	2225	2279	2260	2224	34	2290	3138	2228	2335	2253	2212	2221	2252	2216	2210	2214	2215	2220	2109	2217	2267	2373	2213	2317	2221	2373	2271	2276	2239	2285	2269	2355	2165	2209	2148	2215	2375	2209	2311	2215	2224	2206	2218	2210	2205	2222	2215	2206	2330	2215	2217	2273	2224	2215	2216	2378	2217	2217	2178	2217	2281	2220	2188	2218	2249	2218	2237	2212	2234	2379	2220	2210
Kleb_pneu_BIDMC89_V1	2225	2271	2229	2248	2230	2162	2231	2302	2231	2574	2226	2233	2275	2242	2242	2230	2240	0	690	2153	2220	2249	2224	2222	2223	2220	2224	2220	2221	2220	2220	2134	2226	2133	2215	2270	2052	2245	2220	2139	2220	2242	2221	52	2263	2209	2136	2226	2226	2221	2137	2275	2328	2134	2222	2173	2110	2137	2225	2188	2220	2222	2222	372	2227	2226	2223	690	2158	690	2246	2251	2228	2329	2331	2255	2225	2229	2223	2192	2225	322	2164	2232	2162	2238	2194	2239	2264	2240	2112	2248	2229	2231	2238	2250	2225	2114	2113	2114	2185	2232	2239	2210	2262	2217	2114	2113	686	2139	2113	2036	2237	2168	2225	2265	2189	2154	2072	2113	2239	3060	2159	2239	2206	2239	2203	2252	2577	2191	595	2223	2100	34	614	2191	613	2279	2216	2238	2108	2150	2261	2329	1261	2223	2327	2240	2223	2311	2191	2157	579	2455	2260	2220	2166	2230	2269	2330	2329	2186	2246	2229	2236	2135	2101	2225	2310	2230	317	2238	2340	2238	2085	2222	2241	621	2224	2110	2223	2179	2238	2229	2227	2144	2233	2334	2238	2236	2186	3074	2242	2237	2267	2240	2235	2088	2244	2108	2228	2185	2233	2237	2233	695	2359	2227	2192	2168	2252	699	2269	2045	602	2246	2318	2248	2223	2106	2229	2295	2223	2237	2229	2238	2234	2232	2224	2170	2236	2229	2128	2210	2113	2231	2219	2238	2229	2230	2257	2231	2231	2238	2231	2177	2234	2089	2232	2202	2232	41	2226	2157	2258	50	2178
Kleb_pneu_BIDMC91_V1	2224	2278	2228	2248	2229	2142	2230	2313	2230	2600	2225	2214	2250	2223	2223	2252	2262	690	0	2155	2219	2234	2223	2221	2222	2219	2223	2219	2220	2219	2219	2157	2225	2156	2189	2248	2015	2208	2219	2213	2219	2223	2220	688	2244	2196	2159	2225	2225	2220	2160	2256	2321	2159	2221	2191	2081	2160	2224	2166	2219	2221	2221	474	2226	2225	2222	24	2162	24	2268	2200	2227	2333	2289	2238	2224	2228	2222	2171	2224	630	2174	2213	2142	2219	2185	2220	2242	2221	2075	2233	2228	2244	2219	2211	2224	2077	2076	2077	2191	2231	2220	2197	2247	2193	2077	2076	20	2150	2076	2006	2218	2148	2224	2266	2177	2167	2089	2076	2220	3032	2175	2220	2202	2220	2217	2256	2597	2158	409	2204	2033	678	484	2178	483	2248	2201	2219	2117	2163	2237	2326	1338	2222	2324	2262	2222	2289	2170	2129	447	2405	2238	2219	2179	2229	2247	2327	2313	2170	2250	2228	2213	2159	2034	2224	2286	2229	625	2219	2324	2219	2094	2221	2236	491	2223	2121	2222	2162	2219	2228	2226	2147	2253	2319	2237	2258	2195	3052	2241	2224	2266	2221	2234	2139	2225	2117	2227	2184	2232	2220	2232	29	2328	2226	2219	2148	2249	33	2269	2066	472	2250	2315	2204	2222	2139	2228	2273	2222	2220	2228	2237	2229	2231	2223	2186	2235	2228	2110	2194	2122	2230	2200	2237	2228	2229	2254	2230	2230	2213	2230	2186	2233	2103	2231	2189	2231	685	2225	2162	2255	668	2163
Kleb_pneu_BIDMC96_V1	1981	2225	1985	2263	1986	1774	1987	2205	1987	2485	1982	2151	2143	2158	2158	2212	2221	2153	2155	0	1976	2170	1980	1978	1979	1976	1980	1976	1977	1976	1976	1881	1982	1880	2071	2252	2141	2156	1976	2140	1976	2158	1977	2149	2060	2128	1883	1982	1982	1977	1884	1826	2254	1879	1978	2012	2058	1884	1981	2184	1976	1978	1978	2137	1983	1982	1979	2155	2089	2155	2253	2018	1984	2184	2240	2167	1981	1985	1979	2107	1981	2143	2090	2148	1774	2154	1989	2155	2245	2156	2029	2169	1985	2149	2154	2033	1981	2031	2030	2031	2177	1988	2155	2242	2183	2210	2031	2030	2151	1900	2030	2135	2153	1780	1981	2206	2169	1870	2028	2030	2155	3043	1996	2155	2135	2155	2151	2086	2477	2189	2186	2139	2125	2143	2192	2171	2191	2237	2132	2154	1900	1868	2243	2060	2121	1979	2060	2222	1979	2274	2002	2186	2173	2368	2242	1976	1918	1986	2252	2061	2238	1973	2080	1985	2155	1883	2126	1981	2273	1986	2138	2154	2249	2154	2156	1978	1981	2199	1980	1902	1979	2054	2154	1985	1983	1999	2161	2244	1992	2218	2153	3081	1998	2081	2023	2156	1991	2083	2160	1900	1984	2046	1990	2102	1989	2160	2272	1983	2138	1780	2259	2164	2238	2173	2180	2080	2051	2126	1979	1979	1985	2258	1979	2140	1985	1994	1980	1988	1980	2007	1992	1985	1922	2057	1905	1987	2133	1994	1985	1986	2264	1987	1987	2155	1987	2144	1990	2072	1988	2133	1988	2150	1982	1895	2265	2135	1871
Kleb_pneu_BIDMC_10_V1	5	2166	9	2240	10	1970	11	2235	11	2535	6	2203	2188	2212	2212	2199	2206	2220	2219	1976	0	2188	4	2	3	0	4	0	1	0	0	2063	8	2062	2168	2251	2129	2145	0	2124	0	2212	1	2218	2199	2109	2065	6	6	1	2066	2098	2221	2065	2	2092	2044	2066	5	2175	0	2	2	2209	7	6	3	2219	2113	2219	2250	2054	8	2236	2264	2195	5	11	3	2092	5	2205	2159	2202	1970	2208	2073	2209	2246	2210	2046	2187	9	2212	2208	2055	5	2048	2047	2048	2192	14	2209	2256	2201	2204	2048	2047	2215	2010	2047	2217	2207	1976	5	2236	2181	2055	2027	2047	2209	3087	2074	2209	2139	2209	2162	2111	2535	2204	2204	2193	2172	2208	2235	2183	2234	2222	2133	2208	1983	2053	2242	2244	2124	3	2248	2209	3	2269	2212	2189	2226	2423	2241	0	2073	10	2251	2245	2264	2083	2105	9	2180	2065	2173	5	2266	12	2200	2208	2275	2208	2125	2	59	2242	4	1981	3	2106	2208	9	7	2069	2221	2269	18	2205	2199	3114	22	2224	47	2210	15	2078	2214	1983	8	2071	14	2148	13	2224	2331	7	2174	1976	2226	2228	2252	2178	2223	2105	2239	2169	3	2033	9	2253	3	2176	9	18	44	12	4	2085	16	9	2056	2158	1986	11	2146	18	9	10	2231	11	11	2180	11	2190	14	2101	12	2105	12	2215	6	2052	2232	2206	2079
Kleb_pneu_BIDMC_11_V1	2193	2095	2197	2280	2198	2134	2199	2141	2199	2571	2194	820	2192	827	827	2173	2182	2249	2234	2170	2188	0	2192	2190	2191	2188	2192	2188	2189	2188	2188	2243	2195	2242	2192	2307	2258	2047	2188	2205	2188	827	2189	2247	2329	2175	2245	2194	2194	2189	2246	2222	2061	2239	2190	2198	2152	2246	2193	2203	2188	2190	2190	2237	2195	2194	2191	2234	2128	2234	2111	2260	2196	2224	2172	2233	2193	2198	2191	2164	2193	2236	2212	819	2134	823	2188	824	2300	825	2178	21	2197	2058	823	2255	2193	2180	2179	2180	2160	2201	824	2264	49	2228	2180	2179	2230	2250	2179	2212	822	2140	2193	2064	2122	2238	2148	2179	824	3101	2174	824	2186	824	2118	2246	2569	2251	2222	808	2215	2239	2252	2124	2251	2073	2189	823	2206	2236	2296	2347	2110	2191	2351	2183	2191	2389	2253	2262	2241	2403	2297	2188	2268	2198	2307	2348	2168	2227	2240	2197	110	2245	2216	2193	2390	2199	2231	823	2179	823	2226	2190	2194	2259	2192	2208	2191	2187	823	2197	2195	2210	2249	2173	2206	2179	2263	3121	2210	2345	2235	825	2203	2219	829	2206	2196	2179	2202	1930	2201	2239	2342	2195	2312	2140	2273	2243	2256	2189	2240	2240	2342	2029	2191	2184	2197	2375	2191	2327	2197	2206	2189	2200	2192	2185	2204	2197	2172	2259	2210	2199	2198	2206	2197	2198	2278	2199	2199	110	2199	2254	2202	2159	2200	2176	2200	2246	2194	2239	2279	2231	2247
